"vehicle_id","vehicle_brand","vehicle_model","vehicle_type","manufacturing_year","battery_manufacturer","battery_chemistry","battery_capacity_kwh","drive_type","odometer_km","vehicle_age_years","fleet_or_private","battery_serial","cycle_count","battery_health_percent","state_of_charge","depth_of_discharge","state_of_health","cell_voltage_avg","cell_voltage_std","pack_voltage","cell_temperature_avg","cell_temperature_max","internal_resistance","charge_efficiency","discharge_efficiency","remaining_capacity","capacity_loss_percent","charging_cycles_last_month","fast_charge_ratio","slow_charge_ratio","average_charge_power_kw","average_charging_time","overnight_charging_ratio","home_charging_ratio","charging_interruptions","overcharge_events","average_speed","average_trip_distance","aggressive_acceleration_score","hard_braking_score","regenerative_braking_usage","highway_driving_ratio","city_driving_ratio","daily_distance","average_ambient_temperature","maximum_temperature","minimum_temperature","humidity","altitude","terrain_type","dust_exposure","last_service_days","cooling_system_health","firmware_updates","previous_faults","maintenance_score","thermal_runaway_risk","voltage_imbalance","temperature_variance","sensor_fault_count","bms_warning_count","abnormal_voltage_events","battery_stress_index","aging_score","thermal_health_score","charging_quality_score","driving_stress_score","predicted_remaining_life_cycles","battery_failure"
"EV116079","Audi","e-tron GT","SUV","2018","BYD Battery","LTO","39.09","RWD","178287.1","8.24","Private","BAT-10016079","1107",,"7.68","45.02","71.51","3.757","0.0057","349.4","7.28","13.47","0.63","94.78","95.08","27.94","28.52","13","0.23","0.71","17.11","200.86","0.69","0.92","0","1","81.51","27.33","94.23","65.68","67.69","0.08","0.91","7.91","38.72","45.87","24.83","63.78","487.92","Desert","11.15","1092.5","90.81","24","1","39.75","4.19","11.47","0","0","0","1","41.34","64.26","95","100","53.02","7299","0"
"EV118152","MG","ZS EV","Van","2021","CATL","NMC","58.56","FWD","97421","5.28","Private","BAT-10018152","681","81.85","54.98","25.71","79.87","3.706","0.0004","263.13","11.18","25.35","0.426","96.97","95.42","47.93","18.15","33","0.2",,"32.12","178.87","0.71","0.9","1","1","86.99","84.84",,"9.52","92.36","0.08","0.96","42.57","14","30.62","7.54","51.91","1727.71","Flat","78.52","1149.2","91.52","10","2","48.32","11.48","5.16","11.35","0","2","3","36.3","39.57",,"97.57","26.03","9203","0"
"EV106415","Nissan","Leaf","Crossover","2015","CATL","NMC","138.29","AWD","236141.4","11.4","Private","BAT-10006415","1380","66.91","46.94","60.91","69.01","3.729","0.0097","264.76","40.81","49.73","0.639","95.65","94.64","92.53","33.09","2","0.21","0.72","26.76","458.53","0.01","0.33","2","1","42.3","49.52","74.33","79.63","59.54","0.3","0.75","54.23","-20.29","-8.81","-32.69","24.78","1674.06","Flat","13.14","647.6","87.46","24","1","67.92","28.55","16.68","32.94","3","1","0","71.5","96.15",,"82.84","51.39","5582","0"
"EV106718","Volkswagen","ID.3","Crossover","2023","Guoxuan","NMC","57.4","AWD","189919.6","3.35","Private","BAT-10006718","2224","82.85","84.56","32.49","82.49","3.819","0.0165","336.07","26.68","36.31","0.372","96.5","95.74","47.56","17.15","7","0.32","0.56","71.12","47.66","0.83","0.75","0","0","98.01",,"67.33","36.08","16.13","0.44","0.05","6.92","40.17","50.46","30.08","56.52","2553.33","Flat","54.31","903.4","87.38","4","0","64.14","5.78","23.18","0","1","0","0","28.96","66.34","92.33","95.3","39.9","8281","0"
"EV114755","BYD","Dolphin","Sedan","2015","Guoxuan","NCA","55.69","FWD","164201.8","10.8","Private","BAT-10014755","1403","69.83","54.8",,"69.75","3.669","0.0068","278.84",,"34.02","0.692","94.38","95.33","38.89","30.17","36","0.22","0.62","68.3","53.84","0.14","0.05","1","0",,"111.07","3.72","5.06","29.18","0.96","0.47","92.45","-4.77","2.64","-18.37","59.09","2407.92","Hilly","38.61","737.3",,"19",,"64.7","10.54","12.04","32.94","1","1","1","52.96","95.72","88.07","90.64","28.13","5621","0"
"EV107111","Mahindra","BE 6","Van","2024","CATL","LFP","72.07","AWD","78473.5","1.91","Private","BAT-10007111","699","98.03","52.12","62.42","97.91","3.662","0.0217","322.26","28.67","47.41","0.108","97.89",,"70.65","1.97","35","0.22",,"36.19","124.7","0.8","0.7","2","1","52.64","37.33","19.92","93.92","25.8","0.83","0.35","25.65","-2.37","5.29","-20.2",,"1048.15","Mountainous","33.45","1329.3","98.16","12","0","56.33","19.86","30.92","32.94","0","2","0","46.79",,"79.62","84.15","45.41","10462","0"
"EV113454","Porsche","Macan Electric","Truck","2019","Panasonic","NMC","57.66","AWD","77901.5","7.33","Private","BAT-10013454","827","78.39","24.29","42.13","76.34","3.62","0.0094","362","35.39","47.6","0.503","95.32","94.08","45.2","21.61","27","0.15","0.67","43.34","65.14","0.4","0.93","0","0","82.55","58.11","52.97","49.32","2.74","0.24","0.97","68.52","-12.06","-6.08","-19.86","92.64","1884.04","Coastal","60.51","1466.1",,"5","0","35.27","22.41","12.91","32.94","0","0","1","49.17","52.7","75.8",,"48.43","7589","0"
"EV110411","Audi","e-tron GT","Sedan","2024","Envision AESC","NMC","43.01","RWD",,"2.45","Private","BAT-10010411","1389","90.6",,,"89.4","3.685","0.0142","361.13","35.98","45.71","0.329","97.71","94.97","38.97","9.4","30","0.43","0.52","27.78","81.27","0.55","0.69","0","0","42.99","85.02","89.4","13.35","40.89","0.61","0.56","69.83","43.31","61.02","37.34","62.3","1357.65","Flat","87.62","400.2","73.89","11","1","74.82","25.17","23.76","2.4","1","1","3","33.38","48.24","76.13","89.54","45.61","9274","0"
"EV100850","BYD","Dolphin","Van","2016","BYD Battery","LFP","97.92","FWD","332341.5","9.84","Fleet","BAT-10000850","2639","69.91","96.81","17.15","68.74","3.616","0.0042","354.37","41.57","55.08","0.767","94.24","93.42","68.46","30.09","8","0.45",,"41.11","196.99","0.43","0.21","1","1","47.79","54.79","30.84","36.38","94.65","0.38","0.87","30.64","6.37","20.44","-3.04",,"311.91","Desert","13.31","214.6","84.81","13","1","96.04","32.06","10.96","32.94","2","0","1","52.17","100","67.83","80.66","25.23","5212","0"
"EV104117","Mercedes-Benz","EQA","Hatchback","2021","Envision AESC","NMC","76.15","RWD","122505.3","5.06","Private","BAT-10004117","1214","97.69","82.06","33.55","97.79","3.537","0.0049","321.87","39.48","58.01","0.099","97.07","97.85","74.39","2.31","35","0.15","0.78","19.6","320.5","0.44","0.18","1","0","95.38","110.59","95.02","18.61","45.92","0.75","0.44","90.81","11.45","27.07","0","91.04","467.68","Desert","90.9","877.5","98.51","13",,"61.8","48.09","8.56","32.94","1","2","0","42.46","44.59","52.84","89.88","47.19","10055","0"
"EV113148","Renault","Zoe","Truck","2022","Panasonic","LMO","124.54","FWD","187646.6","3.74","Private","BAT-10013148","1439",,"40.81","75.2","93.09","3.584","0.0038","254.46","42.14","59.6","0.309","97.61","96.89","113.84","8.59","20","0.25",,"26.79","434.33","0.57",,"0","1","17.66","126.9","35.13","8.51","59.52","0.38","0.43","87.2","45.07","63.58","38.62","47.19","1404.42","Mountainous","70.22","231.8","66.09","26","3","78.31","64.66","13.51","14.53","0","2","0","48.75","51.1","35.02","96.24","29.53","9117","1"
"EV119063","Lucid","Air",,"2021","Guoxuan","LFP","138.7","AWD","65637.8","4.87","Private","BAT-10019063","631","95.23","61.87","26.15","93.33","3.76","0.0224","353.44","29.4",,"0.178","96.73","96.07","132.08","4.77","23","0.51","0.47","71.33","140.55","0.26","0.67","0","0","76.28","119.22","97.39","10.52","51.57","0.84","0.25","61.36","42.56","60.11","25.23","74.38","1109.45","Hilly","55.45","788.2","76.2","4","0","65.57","22.91","31.06","1.9","1","2","0",,"41.41","81.99","97.01","42.92","11258","0"
"EV107314","Kia","EV9","Truck","2018","CATL","LMO","27.35","RWD","112739.2","7.81","Fleet","BAT-10007314","1061","88.56","42.87","61.55",,"3.452","0.0028","334.84","38.94","57.06","0.301","97.08","97.41","24.22","11.44","8","0.56","0.21","63.69","28.62","0.78","0.82","3","0","79.29","32.18","22.45","66.46","69.35","0.67",,"15.46","-12.47","1.61","-27.36","64.54","1139.89",,"78.31","509.8","89.74","10","1","79.1","40.33","8.6","32.94","1","0","1","54.6","57.99","60.22","80.13","19.38","8705","0"
"EV101253","Mercedes-Benz","EQA","Crossover","2015","CATL","NMC","142.39","AWD","196902","11.3","Private","BAT-10001253","1584",,"43.36","61.83","80.51","3.467","0.0046","350.17","37.18","48.52","0.47","97.04","95.83","117.54","17.45","1","0.55","0.41","44.52","157.35","0.37","0.16","1","1","106.2","21.77","73","86.5","54.02","0.83","0.73","20.4","25.69","39.21","15.55","36.67","2366.91","Desert","5.63","539.3","92.44","1","0","77.15","22.23","6.22","22.83","1","1","0","63.54","84.27","75.87","84.32","43.92","5727","0"
"EV116372","Tesla","Model 3","SUV","2023","BYD Battery","NMC","29.75","FWD","81458.5","2.58","Private","BAT-10016372","666","94.08","46.49","57.41","93.97","3.548","0.0058","312.22","29.33","48.29","0.195","96.43","95.87","27.99","5.92","34","0.22","0.77","25.33","56.68","0.58","0.63","1","0","64.19","90.03","14.72","11.96","86.67","0.13","0.59","139.67","-3.92","10.15","-8.67","92.21","1147.3","Mountainous","93.71","432","87.28","19","0","85.02","24.84","8.95","32.94","1","3","1","49.09","28.27","73.09","89.92","19.58","9612","0"
"EV112760","Rivian","R1T","Truck",,,"NMC","46.54","AWD","139347.9","6.91","Private","BAT-10012760","1187",,"77.87","31.58","72.54","3.572","0.002","342.91","40.39","53.08","0.513",,"95.99","34.93","24.94","30","0.61","0.29","10.64","242.57","0.87","0.16","0","1","60.41","133.67","17.1","52.64","69.17","0.65","0.12","93.02","24.17","30.28","14.99","60.44","2413.9","Desert","15.23","198.3","91.38","13","0","91.38","23.95","5.31","28.91","1","0","1","58.63","69.33","73.34","79.25","38.4","6599","0"
"EV108196","Renault","Zoe","Van","2023","LG Energy Solution","LTO","103.98","AWD",,"2.76",,"BAT-10008196","917","90.76","80.22","45.83","89.82","3.568","0.0061","296.14","26.73","41.65","0.235","97.08","95.75","94.37","9.24","1","0.58","0.24","23.15","350.66","0.76","0.13","1","0","104.75","92.82","47.08","44.4","37.2","0.61","0.26","67.76","-2.73","13.83","-16.01","55.58","672.04","Desert","77.34","943.4","89.55","17",,"55.5","22.07","13.28","32.94","0",,"1","52.35",,"77.11","86.04","38.39","9607","0"
"EV112005","BMW","i4","Truck","2015","Guoxuan","NMC","107.1","AWD","291858.1","10.9","Private","BAT-10012005",,"69.36","67.42","57.28","70.32","3.693","0.005","306.52","10.54","25.65","0.627","94.32","95.14","74.28","30.64","41","0.41","0.35","35.36","162.31","0.25","0.46",,"0","71.23","94.32","9.59","18.49","60.03","0.44","0.63","64.63","3.05","14.01","-11.26","81.74","1489.48","Hilly","63.05","156.8","85.07","24","1","96.71","11.84","8.93","22.6","1","3","0","52.9","99.75","87.13","85","20.27","5834","0"
"EV107615","Mercedes-Benz","EQE",,"2023","Guoxuan","LMO","86.01","FWD","91653.2","3.28","Private","BAT-10007615","620","90.81","80.68",,"92.53","3.498","0.0001","258.85","39.08","53.29","0.278","97.37","95.59","78.11","9.19","2","0.38","0.4","20.58","381.36","0.5","0.34","1","0","105.01","99.52","39.52","28.37","85.05","0.28","0.25","120.91","-9.97","-0.23","-25.72","89.15","697.36","Coastal","73.45","381.4","94.27","6","0","83.85","40.33","3.97","32.94","1","1","0","39.68","28.22","60.72","86.29","24.35","9646","0"
"EV112787","Renault","Megane E-Tech","Van","2015","Envision AESC","NMC","92.54","FWD","148484.3","11.24","Private","BAT-10012787","1511","67.56","45.75","49.36","66.61","3.807","0.014","277.91","21.65","41.94","0.814","94.01","92.36","62.52","32.44","12","0.17","0.75","48.14","186.91","0.14","0.67","0","0","110.83","32.57","0.41","54.25","6.07","0.6","0.54","20.87","37.76","56.12","30.7","14.44","1418.56",,"2.2","1236.7","72.9","19","1","44.28","12.1","20.59","4.18","1","0","1","34.71","87.3","89.49","95.77","30.84","6648","0"
"EV106637","Porsche","Macan Electric","SUV","2017","SK On","NMC","87.08","FWD","163184.1","9.13","Private","BAT-10006637",,"81.92","53.58","47.12","85.43","3.736","0.0014","381.07","33.61","43.32","0.483",,"96.43","71.34","18.08","38","0.13",,"27.63","260.53","0.08","0.55","1","1","66.81","12.09","12.4","1.12","91.74","0.93","0.09","4.95","34.94","43.12","18.95","97.96","545.67","Flat","75.55","734.5","91.89","21","2","59.68","15.25","6.41","8.38","2","0","0","27.8","84.33","86.05","93.7","1.82","8496","0"
"EV114090","Volvo","EX30","Crossover","2017","Envision AESC","NMC","57.38","AWD","133046.1","8.97","Private","BAT-10014090","1056","75.12","94.83","39.05","74.22","3.784","0.0292","370.83","10.62","21.99","0.671","94.54","93.1","43.1","24.88","8","0.61","0.21","78.87","38.44","0.02","0.74","0","1","20.35","124.63","7.67","3.56","17.57","0.84","0.6","95.9","47.67","60.95","40.55","12.84","61.81","Desert","41.96","537","73.52","1","0","80.92","18.57","40.17","0","1","0","0","37.8","72.31","83.37","84.22","28.95","7155","0"
"EV107596","Volvo","EX30","Van","2016","Northvolt","NMC","61.64","AWD","122135.3","9.58","Private","BAT-10007596","1045","68.42","4.34","37.36","68.14",,"0.0323","302.66","37.05","57.28","0.688","94.41","93.5","42.17","31.58","40","0.46","0.32","29.49","126.11","0.75","0.95","1","0","112.21","139.6","42.88","73.52","39.37","0.84","0.57","78.62","30.18","36.3","14.64","50.11","2139.51","Desert","25.98","1011.4","85.97","10","1","52.85","44.32","46.11","27.1","0",,"0","48.86","74.22","54.77","92.65","56.01","6322","1"
"EV107928","Tesla","Model S","Van","2020","Northvolt","NMC",,"AWD","279086.4","6.1","Private","BAT-10007928","1885","73.44","5.64","78.36","72.67","3.655","0.043","317.98","32.86","41.31","0.647","96.11","93.07","72.1","26.56","18","0.6","0.19","5.88","600","0.33","0.34","2","0","22.09","39.66","92.29","48.51","55.16","0.46","0.57","8.76","12.14","31.76","3.07","67.42","514.09","Desert","10.85","298","90.41","10","1","82.47","9.88","59.97","29.17","2","0","2","65.63","79.81","87.58","80.09","51.2","4651","0"
"EV106841","MG","ZS EV",,"2023","Envision AESC","NMC","123.44","RWD","248936.9","3.2","Private","BAT-10006841","2545","86.84","58.21","16.26","88.31",,"0.0137","266.77","46.84","61.16","0.354","96.53","96.96","107.2","13.16","15","0.55","0.41","35.77",,"0.88","0.8","1","0","70.32","125.91","43.6","23.26","61.26","0.86","0.73","87.39","1.52","18.93","-15.01",,"509.22","Coastal","62.9","637.7",,"26","2","62.6","44.68","25.07","32.94","2","1","2",,"73.28","56.59","83.87","28.43","6865","0"
"EV118405","Ford","Mustang Mach-E","Van","2020","LG Energy Solution","LFP","33.06","FWD","248523.5","6.33","Private","BAT-10018405","2204","78.64","98.21","27.18","78.52","3.582","0.0099","300.89",,"43.23","0.616","95.26","93.6","26","21.36","35","0.12","0.79","62.5","39.59",,,"0","0","111.63","43.94","93.72","94.27","29.04","0.45","0.95","20.34","37.85","56.54","17.91","92.43","1372.37","Mountainous","49.27","1173.7","73.22","14","1","45.83","19.95","17.58","5.38","1","0","0","32.04","75.7","84.21","100","64.33","7565","0"
"EV105827","Nissan","Leaf","SUV","2023","Panasonic","NMC","38.2","RWD","182813.2","3.28","Private","BAT-10005827","1314","89.69","7.64",,"87.36",,"0.0289","363.02","39.35",,"0.33","97.26","95.39","34.26","10.31","38","0.33","0.47","32.07","96.23","0.13","0.22","0","0","55.14","27.89","68.4","33.56","9.28","0.5","0.35","27.39","41.37","55.16","25.04","91.12","361.24","Coastal","70.74","1270.8","84.28","18","0","47.13","46.95","38.19","13.29","0",,,"27.57","41.9","53.56","94.61","49.39","9653","0"
"EV100672",,"EQE","Crossover","2017","CATL","LMO","68.11","AWD","212121.1","9.53","Private","BAT-10000672","1363","74.09","9.46","33.65","71.68","3.575","0.0129","289.58","38.56","44.29","0.531","94.48","95.3","50.46","25.91","29","0.17","0.78",,"305.81",,"0.13","0","0","10.75","142.44","88.27","11.28","99.01","0.92","0.11","50.26","17.24","26.08","3.07","83.3","1223.43","Coastal","20.37","1417.4","83.65","5","0","42.41","18.48","19.63","27.05","0","0","0","55.08","77.96","80.38","99.83","38.59","6526","0"
"EV105475","Audi","Q4 e-tron","Sedan","2016","Panasonic","LTO","64.64","FWD","150337.3","9.69","Fleet","BAT-10005475","2108","60.97","98.13","62.26","61.22",,"0.0079","380.4","15.22","21.26","0.716","93.72","92.21","39.41","39.03","27","0.19","0.78","19.64","240.77","0.2","0.28","0","1","76.84","41.69","20.57","95.94","46.63","0.46","0.87","21.39","25.49","39.68","10.64","48.84","1418.33","Hilly",,"541.3","90.68","24","1","72.37","0","15","0","1","1","2","47.31","100","100","90.92","29.81","4393","0"
"EV113508","Hyundai","Ioniq 5","Crossover","2022","Panasonic","LMO","86.74","RWD","129475.4","3.76","Private","BAT-10013508","1151","85.09","73.02","52.95","84.61","3.56","0.0189","323.96","34.97","46.01","0.34","96.78","94.43","73.81","14.91","19","0.18",,"65.27","100.03","0.27","0.38","3","1","77.52","68.81","66.75","30","63","0.68","0.18","73.82","32.92","46.73","14.94","52.41","1549.13","Coastal","5.31","438.3","92.72","23","0","82.07","19.22","26.19","13.09","0","0","2","40.75","45.4","86.18","79.73","41.66","8934","0"
"EV112055","Kia","EV6","Truck","2016","Northvolt","NMC","110.94","AWD","264309","10.36","Private","BAT-10012055","1793","88.48","87.82","38.67",,"3.527","0.0085","246.89","20.54","33.06","0.275","96.76","97.05","98.16","11.52","3","0.31","0.63","91.78","100.92","0.17","0.42","0","0","30.19","76.74","98.48","11.51","50.39","0.56","0.84","110.81","1.26","21.05","-11.86","82.58","599.73","Mountainous","23.32","57.4","90.9","2","1","81.23","4.82","14.05","31.8","0","1","0","47.36","89.23","96.07","95.12","56.55","8250","0"
"EV101794","MG","Comet EV","Hatchback","2020","BYD Battery","LMO","108.43","RWD","123304.2",,,"BAT-10001794",,"87.06","78.39","16.55","85.44","3.58","0.0236","250.6","19.89","35.33","0.378","96.38","95.3","94.4","12.94","20",,"0.44","32.64","237.73","0.76","0.75","1","1","14.27","127.97","25.81","77.88","66.25","0.05","0.31","163.72","47.82","63.33","37.84","51.95","201.62","Hilly","58.35","1498.6","68.94","27","0","42.98","24.17","32.64","0","1","0","0","26.84","44.14","77.47","74.93","51.84","9788","0"
"EV101039","Audi","e-tron GT","Van","2020","Envision AESC","NCA","123.5","AWD","95085.4",,"Private","BAT-10001039","890","86.17","60.86","35.38","87.67","3.616","0.0086","271.2","19.21","40.22","0.438","97.52","96.41",,"13.83","10","0.19","0.6","11.37","571.26","0.47","0.21","0","1","117.99","70.76","8.8","21.94",,"0.85","0.63","43.84","-20.49","-6.65","-33.61","95.13",,"Hilly","30.44","1059.1",,"5","0","52.98","9.63","13.2","32.94","2","4","0","55.21","50.05","86.43","94.5","26.15","7678","0"
"EV117422","BMW","iX1","Truck","2020","Panasonic","LMO","81.02","FWD","197471.6","6.06","Private","BAT-10017422","1250","90.01","10.52","55.76","90.11","3.485","0.016","331.08","39.57","50.02","0.266","96.37",,"72.93","9.99","8","0.46","0.47","55.33","146.96","0.54","0.06","0","0","28.22","128.78","46.38","56.46","78.02","0.04","0.59","132.41","-20.64","-4.89",,"47.49","774.59","Desert","11.12","1446.7","87.88","30","0","35.91","21.45","20.8","32.94","1","1","0","59.18","60.23","74.12","84.58","39.13","9159","0"
"EV103850","Nissan","Ariya","Hatchback","2021","SK On","LMO","61.08","RWD","163105.1","4.78","Private","BAT-10003850","1623","82.82","75","40.12","82.99","3.458","0.0151","325.05","11.55","22.57","0.438","95.99","94.01","50.59","17.18","24","0.21","0.54","28.66",,"0.82","0.33","0","0","42.85",,"88.04","45.5","35.47","0.54","0.41","205.3","44.46","59.92","27.17","89.62","815.17","Hilly","45.67","1239.3","69.86","19","0","48.97","15.01","19.97","0","0","2","0","29.53","57.27","83.11","94.86","68.17","8410","0"
"EV100549","Mahindra","XUV400","SUV","2019","Envision AESC","LMO","80.59","AWD","254185","6.8","Fleet","BAT-10000549","1778","77.89","93.74","43.38","78.07","3.693","0.0228","280.67","21.41","42.4","0.467","96.67","95.81","62.77","22.11","3","0.48","0.51","27.38","209.44","0.14","0.44","1","3","44.74","100.9","19.3","7.58","96.5","0.13","0.12","117.78","-12.62","-0.01","-20.44","97.73","1552.62","Mountainous","47.68","845.2","92.69","3","1","57.69",,"35.48","32.94","1","6","2","74.26","80.21","88.47","61.21","27.03","6195","0"
"EV119118","Kia","EV9","Hatchback","2018","Panasonic","LFP","120.97","FWD","295284.3","8.23","Private","BAT-10019118","2134","72.01","10.61","26.14","73.82","3.613","0.007","314.33","33.38","43.41","0.607",,"92.82","87.11","27.99","12","0.82","0.06","14.72","600","0.74","0.03","2","1","81.93","131.62","79.15",,"32.76","0.14","0.78","153.43","-6.75","-0.38","-26.27","66.23","1795.95","Desert","13.91","238","90.85","5","3","82.61","11.61",,"32.94","2","1","1","70.67","84.46","90.5","63.2","44.61","5617","1"
"EV103311","Tata","Tiago EV","SUV","2022","BYD Battery","LTO","69.64","AWD","129623.1","3.8","Private","BAT-10003311","1044","85.77","93.18","44.97","86.51","3.371","0.0131","273.05","36.86","48.95","0.39","96.79","97.18","59.73","14.23","34","0.74","0.04","32.58","183.72","0.49","0.59","0","1","29.56","143.59","46.51","81.89","93.5","0.71","0.76","172.01","31.29","37.24","17.28","15","711.58","Mountainous","84.64","1346.2","89.49","21","0","49.76","29.12","17.88","17.66","2","3","1","57.68","42.41","73.55","77.1","44.61","8353","0"
"EV118995","Audi","Q4 e-tron","Truck","2021",,"NMC","55.76","RWD","166539.1","5.02","Private","BAT-10018995",,"81.31","58.67","36.92","82.73","3.551","0.0004","280.53","29.47","36.88","0.392","95.93","96.38","45.34","18.69","26",,"0.37","17.36","267.03","0.91","0.07","3","2","118.06","99.53","25.56","2.28","67.48","0.52","0.94","141.95","-5.11","4.84","-14.68","6.23","765.3","Coastal","73.58","1142.6","87.18","0","0","54.53","15.13","3.34","32.94",,"0","0","62.47","64.42","84.4","57.31","25.83","7516","0"
"EV106520","MG","ZS EV","Hatchback","2022","SK On","NMC","64.19","FWD","168438.2","3.93","Fleet","BAT-10006520","1358","89.34","96.94","43.17","91.3","3.564","0.0005","295.81","34.16","55.11","0.382","97.21","95.69","57.35","10.66","5","0.11","0.67","38.47","127.53","0.13","0.49","1","0","117.33","44.11","60.63","78.32","75.54","0.28","0.97","63.32","3.9","12","-10.77","6.99","1209.44","Coastal","69.06","691.5","88.87","12","2","62.88","40.55","7.43","32.94","0","1","2","43.5","42.72","54.64","95.84","50.08","9437","0"
"EV115112","Nissan","Leaf","Hatchback","2023","CATL","LMO","120.56","RWD",,"2.58","Fleet","BAT-10015112","889","92.82","66.6","56.17","89.17","3.76","0.0014","357.2","32.92","52.64","0.207",,"95.63","111.9","7.18","11","0.2","0.61","24.07","292.17","0.42",,"1","1","57.89","23.08","46.87",,"88.19","0.87","0.11","15.5","-20.02","-3.28","-33.08","99.39","615.88","Coastal","29.25","43.6","91.96","16","1","100","30.41","4.27","32.94","0","1","0","54.38","35.12","67.98","85.66","30","9074","0"
"EV102920","Nissan","Ariya","Truck","2022","SK On","LFP","114","RWD","106297.5","3.79","Fleet","BAT-10002920",,"83.08","37.4","62.21","82.24","3.733","0.004","317.3","43.62","53.98","0.434","96.18","95.32","94.71","16.92",,"0.31","0.63","155.77","48.84","0.91","0.38",,"0","44.31","54.93","61.94","75.42","93.66","0.12","0.13","43.3","10.3","19.19","-0.85","19.75","1985.56","Hilly","82.93","1259.1","95.56","30","1","45.59","36.6","8.41","32.94",,"1","1","58.15","54.14","63.87","99.08","37.51","8539","0"
"EV100808","Hyundai","Ioniq 5","SUV","2020","CATL","LMO","87.74","FWD","145729.2","6.26","Fleet","BAT-10000808","1563","74.31","46.11","42.55",,"3.562","0.0012","299.21","43.29","64.61","0.531","95.14","95.58","65.2","25.69","15","0.16","0.77","49.28","133.89","0.52","0","1","1","83.81","31.58","68.65","42.95","52.24","0.64","0.97","92.12","44.37","62.7","39.42","18.12","143.13","Flat","47.12","1051.8","66.18","5","2","55.43","69.06","5.69","20.24","2","2","0","54.33","66.92","30.63","88.48","48.45","6424","1"
"EV100625","Mahindra","BE 6","Hatchback","2016","BYD Battery","LMO","113.11","RWD","187514.1","10.05","Private","BAT-10000625","1702","76.49","20.01","69.73","74.1","3.688","0.0033","365.11","16.46","33.21","0.62","95.16","95.96","86.52","23.51","33","0.17","0.64","26.55","367.77","0.63","0.11","1","1","59.59","33.68","80.12","39.49",,"0.08","0.59","19.03","33.42","50.43",,"59.34","712.4","Flat","31.41","1499.5","79.36","8","2","33.19","15.73","8.42","0","1","2","0","43.66","93.3","81.18","84.15",,"5835","0"
"EV111379","Tata","Nexon EV","Van","2015","LG Energy Solution","NCA","51.28",,"415411.6","10.97","Fleet","BAT-10011379","2898","67.85","21.63","66.12","65.87","3.705","0.007","337.16","24.09","31.93","0.637","94.83","93.85","34.79","32.15","18","0.35","0.56","18.18","255.13","0.67",,"0","0","80.98","13.59","27.74","55.66","8.33","0.8","0.05","15.17","-1.82","5.6","-18.74","28.5","127.57","Mountainous","10.91","1470","88.24","19","0","37.83","9.92","12.86","32.94",,"1","1","65.97","100","89.79","89.1","37.06","4469","0"
"EV105164","Lucid","Air",,"2023","CATL","LFP","75.57","RWD","44531.5","3.12","Private","BAT-10005164","298","92.41",,"35.68","89.06","3.526","0.0074",,,"67.53","0.176","96.94","95.16","69.83","7.59","41","0.29",,"10.23","371.03","0.61","0.22","2","1","100.96","120.74","34.16","88.86","25.86",,"0.1",,"18.54",,"-1.22","10.49","2580.61","Mountainous","41.39","362.5","89.73","1","1","80.78","57.42","15.22","32.94","1","0","0","47.79",,"43.47","75.38","44.44","10431","0"
"EV109540","BMW","iX1","Van","2021","Guoxuan","LTO","30.25","AWD","128747.8","4.57","Fleet","BAT-10009540","1147","98.21","56.6","50.54","97.26","3.398","0.0225","251.45","9.66","20.84","0.115","98.4","97.2","29.71","1.79","18","0.5","0.36","19.52","87.34","0.16","0.68","1","1","63.67","49.57","88.3","99.18","85.46","0.88","0.24","45.98",,"2.86","-30.79","72.01","1981.4","Coastal","95.47","200.3",,"17","1","86.53","15.84","34.98","32.94","0","0","0","53.41","44.34","85.64",,"55.41","9969","0"
"EV100694","Rivian","R1S","SUV","2015","Envision AESC","NMC","49.83","FWD","214584","10.81","Fleet","BAT-10000694","1297","81.65","18.08","9.88","82.27","3.482","0.0055","257.67","36.13","49","0.533","95.59","95.03","40.69","18.35","9","0.1","0.73","15.53","212.04","0.25",,"2","0","46.76","48.71","82.65","22.33","33.44","0.19",,"31.06","5.29","11.38","-12.46","61.58","1014.77","Hilly","93.03",,"86.38","4","0","38.65","32.23","7.64","32.94","1","3","1","46.16","86.25","67.81","91.67","38.41","6929","0"
"EV107556","Nissan","Leaf","Sedan","2021","Guoxuan","LMO","106.19","RWD","85151.1","4.77","Private","BAT-10007556","580","84.09","93.04","30.25",,"3.534","0.0575","339.26","28.19","47.11","0.408","97.11","95.78","89.3","15.91","26","0.41","0.44","36.27","166.45","0.42","0.35","0","0","97.69","126.02","96.46","75.17","43.27","0.38","0.71","107","-8.44","8.81",,"63.68","865.84","Flat","43.26","649.2","95.42","17","1","70.68","18.53","78.38","32.94","0","1","1","52","41.06","83.03",,"67.08","8199","0"
"EV110117","MG","Comet EV","Crossover","2022","SK On","NMC","125.23","AWD","351359.1","3.83","Private","BAT-10010117","2228","84.78","56.11","22.63","84.4","3.625","0.0035","300.88",,"56.21","0.374","96.36","96.48","106.17","15.22","5","0.27","0.59","29.58","210.18",,,"1","1","90.05","6.12","77.55","4.05","70.63","0.66","0.59","4.42","19.12","32.99","13.57","41.77","1475.46","Coastal","91.08","848.2","94.22","15","2","58.71","33.6",,"32.94","0","1","1","55.85",,"65.17","82.46","30.71","7692","0"
